x,y,theta1,theta2
163.3072995968991,104.05027465813534,46.99313714876288,-28.980259741076893
73.46915491279023,179.65137797068775,81.71680909203836,-27.918228282120552
197.96190030090565,27.141619986600173,10.27898890478049,-4.9442204537971435
194.25355894863674,47.531672132985,14.46826786855036,-1.4375772872538732
61.26249898798213,182.57293689342458,87.10961581019315,-31.31767182618598
135.2594994021464,56.08663953839213,65.45616081799629,-85.8687090741222
168.74534056235638,57.04340036681715,45.72489212908758,-54.094721979132586
141.87569664643965,139.11143811043064,50.97886067279589,-13.084998853822128
141.36234205144285,41.896617784955225,59.015075092015486,-85.01287315365673
163.19535850395772,7.086645151740157,37.72612096938173,-70.47930723984983
135.44962503085046,118.23400323068613,67.09471059023939,-51.953993479133686
142.68004627151248,30.76355383194317,55.29824416845058,-86.26168674450784
84.21173363515268,181.20910098631992,67.5002911336023,-4.851178351985055
137.85337864560654,103.89983686160649,67.33706160941841,-60.66359166843834
167.99407359510997,106.18751274117713,38.73007720342995,-12.866944445729416
62.00835750418575,180.68354022205733,88.2855021025571,-34.45417800709561
104.33570695064289,153.80419580081542,77.52709753597152,-43.35755081708621
166.43198920204276,57.9179808326824,47.411396540337265,-56.447215687530985
130.75166177789595,151.28723384761417,50.3166939754046,-2.3045440887746054
87.71870735885571,160.13126590711676,85.37497825822628,-48.177151671827275
84.05611431554792,157.6098390058977,88.66068043563851,-53.46493858123174
187.31132194563105,10.617224484185556,23.515924166238,-40.54348540874916
152.91940114669114,115.0836174367796,53.84136424540107,-33.75417650691075
199.73114954937105,7.691072064309015,4.1968995669410685,-3.9833868622575324
151.4769993461814,59.91626786346414,57.044943646839215,-70.92763907711256
174.26212063728966,98.13522116714267,29.810029967067464,-0.8482325228659278
160.1598334064846,116.75288634940688,43.788499686106626,-15.394598411723209
174.0810960862015,46.34820630925147,40.65502615039897,-51.49234348255951
136.17954751097625,145.18706517986806,52.39624542540981,-11.12527147550118
174.06040550272408,56.614801488306576,41.786144761300946,-47.53707209675197
110.98079542417807,123.15114808958828,81.98979470259002,-68.02839107258973
193.40564116208867,29.086312885673294,20.619904294568123,-24.134550264885945
144.5132607451758,110.46874560415745,61.95900070711153,-49.128003147050435
198.83369362314076,20.834488365273945,7.57929738122046,-3.194949074074131
109.62836719485969,167.04314683732238,59.2579150417821,-5.068627833571043
74.03936692759873,170.17308438088793,88.37558628477701,-43.777222678747215
143.495171960825,47.79681274316404,59.289373162972595,-81.73394181159676
85.22259934282228,175.0847095434795,77.23479323188752,-26.37865435140568
112.487848373938,162.15598295887287,64.58357679601286,-18.665359896978387
167.94052507003835,20.122660446098124,39.08464747567441,-64.5040642524191
97.62138618305023,140.36500074878552,86.4364329141831,-62.50873211235492
180.69630194778944,11.331032907819868,28.730382530642228,-50.28439903795773
51.92799394947267,192.83646370437418,78.03656800012183,-6.215921482269579
153.29905086527606,52.87934304981961,54.85587166923974,-71.64877279671272
173.76087096055457,96.30809583179204,35.61954440547385,-13.243693619908584
136.4818662645032,146.16458831415815,47.8028357888244,-1.6816015751140156
132.00797776340818,119.946525355364,69.15719235117231,-53.795875437437076
199.67680152943595,3.8839264158543467,4.1757453040498,-6.122843798708558
174.36426471153152,22.890505731610872,35.92074444613998,-56.883471336159076
159.2667162793108,72.2008681032127,53.419338545174234,-58.06596071594733
83.00626844520495,173.62880020006753,80.24232513467172,-31.586535962826055
194.88709992527643,44.277763433381395,14.991778188850187,-4.383276438719079
184.89660033163847,27.25668874782902,29.242547112965298,-41.713278324211046
182.1890508448146,44.546039768448104,34.057614078259235,-40.63619959075354
102.54300492498811,170.20248052005365,65.45394769510466,-13.04385168724771
150.25109635385746,50.813371444653306,56.21316406276439,-75.05631472202042
168.45996250218957,88.99310732393772,45.556300037236504,-35.4198945091533
121.23581391440055,150.34530600722428,66.1713174895796,-30.10682436257406
110.75978760120202,159.7404218544209,68.87484309907494,-27.222519613762486
165.65923868745926,104.69766129127419,43.8133342825291,-23.040390180058736
166.1908986114118,70.50987922076152,48.48150352382441,-50.98285654966991
175.12354777526798,95.24902494323156,33.16030039301036,-9.237401759158004
174.2123356237444,3.8470878754671602,30.65801277424525,-58.78593973176036
122.45045398533196,139.66030043091544,70.5239935438477,-43.534840616965475
112.90127593769884,135.46381796430236,78.34030456927468,-56.29912006813071
121.60830641665314,72.40457030267137,75.72480836404,-89.91118580456674
155.43546644777135,83.61652959568919,56.333202020206485,-56.110332922573875
187.7820268278848,60.185674101010854,27.38466995258598,-19.227181345471266
147.05159189346097,63.24595098711448,60.10598286496585,-73.66750276361641
124.31970652393025,102.00766259725992,75.84954825405511,-72.95949824332871
187.161537773525,4.918333871284638,22.093703576107966,-41.17679998881519
46.29773957906733,191.7139190963145,85.9789236941088,-19.111122527159353
168.51697724249237,48.44509289281396,44.79068936986621,-57.50371434499114
81.22121340886322,176.81816287557027,78.6971028852802,-26.73746267217991
109.74407228340569,117.31602710269131,83.4708068028109,-73.1216528038073
91.22396015493307,154.022334920196,85.84764514924727,-52.96989788367403
